"Artikel-Nr.";"Ean";"Name";"Verkaufte Menge";"Umsatz Brutto";"Tags";"Lieferant";"Hersteller";"Herstellernummer"
"";"null";"null";"23";"59,48";"";" ";"null";"null"
"";"null";"null";"48";"59,42";"";" ";"null";"null"
"11013";"8850100222138";"WAI WAI, Reisnudeln, 400 g";"24";"59,34";"";" ";"WAI WAI";""
"";"null";"null";"48";"59,26";"";" ";"null";"null"
"11010";"8717703638578";"LONGKOU, Glasnudeln 250 g";"46";"59,15";"";" ";"LONGKOU";""
"";"null";"null";"12";"59,00";"";" ";"null";"null"
"";"null";"null";"32";"58,75";"";" ";"null";"null"
"";"null";"null";"15";"58,70";"";" ";"null";"null"
"";"null";"null";"37";"58,52";"";" ";"null";"null"
"17125";"8994196101196";"MUNIK, Betawi Suppe Gewürze, 125 g";"13";"58,50";"";" ";"";""
"";"null";"null";"59";"58,41";"";" ";"null";"null"
"";"null";"null";"8";"58,40";"";" ";"null";"null"
"70030";"8927122886959";"Tampah 50 cm, 290 g";"5";"58,20";"";" ";"NESIA";""
"";"null";"null";"60";"58,06";"";" ";"null";"null"
"19034";"";"GEISHA, Makrelene in Dose mit tomato-chilie, 155 g";"38";"57,63";"";" ";"GEISHA";""
"";"null";"null";"48";"57,60";"";" ";"null";"null"
"";"null";"null";"23";"57,50";"";" ";"null";"null"
"";"null";"null";"50";"57,22";"";" ";"null";"null"
"";"null";"null";"46";"57,12";"";" ";"null";"null"
"";"null";"null";"53";"57,06";"";" ";"null";"null"
"";"null";"null";"58";"57,02";"";" ";"null";"null"
"39000";"8851035802006";"Bananen Blätter gefroren, 500 g";"29";"57,00";"";" ";"BDMP";""
"70006";"8927122886966";"JAWA, Ausstechformen für Chiffon Backform, 22 cm";"12";"56,90";"";" ";"JAWA";""
"";"null";"null";"19";"56,81";"";" ";"null";"null"
"";"null";"null";"63";"56,73";"";" ";"null";"null"
"";"null";"null";"18";"56,70";"";" ";"null";"null"
"12122";"8714384000038";"NIVO MI Cup Huhner mit Curry-Geschmack, 65g";"149";"56,55";"";" ";"Nivo";""
"";"null";"null";"51";"56,46";"";" ";"null";"null"
"";"null";"null";"30";"56,32";"";" ";"null";"null"
"";"null";"null";"21";"56,22";"";" ";"null";"null"
"";"null";"null";"34";"56,22";"";" ";"null";"null"
"";"null";"null";"15";"56,07";"";" ";"null";"null"
"";"null";"null";"16";"56,00";"";" ";"null";"null"
"16074";"";"LUCULLUS, Kentjur gemahlen lose, 100 g";"16";"56,00";"";" ";"LUCULLUS";""
"";"null";"null";"2";"56,00";"";" ";"null";"null"
"";"null";"null";"4";"56,00";"";" ";"null";"null"
"70034";"490248";"N/A, Stein Kugel, groß, Durchmesser 28cm";"2";"56,00";"";" ";"N/A";""
"";"null";"null";"25";"55,79";"";" ";"null";"null"
"";"null";"null";"21";"55,50";"";" ";"null";"null"
"";"null";"null";"15";"55,35";"";" ";"null";"null"
"";"null";"null";"37";"55,13";"";" ";"null";"null"
"";"null";"null";"14";"55,06";"";" ";"null";"null"
"";"null";"null";"22";"55,00";"";" ";"null";"null"
"70020";"8997010490094";"ORCHID, Dampfpfanne , 33 cm";"2";"55,00";"";" ";"ORCHID";""
"";"null";"null";"22";"55,00";"";" ";"null";"null"
"51010";"8993371100412";"INTRA, Ingwer Kaffee, 20x22, 5 g";"11";"54,98";"";" ";"INTRA";""
"";"null";"null";"55";"54,45";"";" ";"null";"null"
"";"null";"null";"55";"54,45";"";" ";"null";"null"
"";"null";"null";"29";"54,43";"";" ";"null";"null"
"";"null";"null";"11";"54,39";"";" ";"null";"null"
"";"null";"null";"111";"54,39";"";" ";"null";"null"
"";"null";"null";"29";"54,12";"";" ";"null";"null"
"35040";"";"RAPINDO, Kapoer Sirih, 100 g";"28";"54,03";"";" ";"RAPINDO";""
"";"null";"null";"12";"54,00";"";" ";"null";"null"
"";"null";"null";"47";"53,70";"";" ";"null";"null"
"32171";"8995077603433";"TICTAC, Pilus Mix, 100 g";"54";"53,46";"";" ";"DUA KELINCI";""
"14813";"8717703622584";"H&S, Bananenchips mit Honig, 200 g";"27";"53,21";"";" ";"H&S";""
"";"null";"null";"46";"52,90";"";" ";"null";"null"
"10008";"8936044400037";"Reis Papier 28cm, 500 g";"20";"52,56";"";" ";"BANH TRANG VIET NAM";""
"";"null";"null";"7";"52,50";"";" ";"null";"null"
"";"null";"null";"15";"52,50";"";" ";"null";"null"
"";"null";"null";"15";"52,50";"";" ";"null";"null"
"51055";"8997234000116";"IDN.CO, Indonesischer Premium Kaffee FINE ROBUSTA, 500 g";"3";"52,50";"";" ";"IDN.CO";""
"21092";"8993440110069";"CAP IBU, Chilipaste (Sambal) Pemuda Mild, 230 g";"15";"52,50";"";" ";"CAP IBU";""
"";"null";"null";"21";"52,50";"";" ";"null";"null"
"";"null";"null";"15";"52,50";"";" ";"null";"null"
"";"null";"null";"55";"52,50";"";" ";"null";"null"
"";"null";"null";"33";"52,47";"";" ";"null";"null"
"";"null";"null";"44";"52,36";"";" ";"null";"null"
"39047";"8927234887714";"NESIA, Durian Montong, 500g";"6";"52,23";"";" ";"";""
"11009";"8717703638608";"LONGKOU, Glasnudeln 100 g";"53";"52,12";"";" ";"LONGKOU";""
"35084";"8992933241112";"NUTRIJELL, Jellypulver mit Schokoladen-Geschmack, 15 g";"52";"52,00";"";" ";"Nutrijell";""
"";"null";"null";"52";"51,87";"";" ";"null";"null"
"";"null";"null";"48";"51,42";"";" ";"null";"null"
"";"null";"null";"18";"51,32";"";" ";"null";"null"
"";"null";"null";"27";"51,30";"";" ";"null";"null"
"";"null";"null";"14";"51,29";"";" ";"null";"null"
"";"null";"null";"43";"51,17";"";" ";"null";"null"
"12155";"8991688890620";"BEST WOK, Instant-Nudeln Original 80g";"60";"51,00";"";" ";"";""
"13023";"8714384000939";"CAP BOENGA, Mungbohnenmehl Hun Kwe, 120g";"19";"50,84";"";" ";"CAP BOENGA";""
"";"null";"null";"40";"50,83";"";" ";"null";"null"
"";"null";"null";"21";"50,79";"";" ";"null";"null"
"";"null";"null";"20";"50,39";"";" ";"null";"null"
"";"null";"null";"37";"50,36";"";" ";"null";"null"
"";"null";"null";"26";"50,06";"";" ";"null";"null"
"";"null";"null";"5";"50,00";"";" ";"null";"null"
"";"null";"null";"20";"50,00";"";" ";"null";"null"
"";"null";"null";"42";"49,98";"";" ";"null";"null"
"";"null";"null";"42";"49,98";"";" ";"null";"null"
"";"null";"null";"128";"49,92";"";" ";"null";"null"
"39016";"8888003215407";"SPRING HOME, Tyj Springrolls pastry, 40stk (215mm), 550 g";"18";"49,60";"";" ";"SPRING HOME";""
"";"null";"null";"11";"49,50";"";" ";"null";"null"
"";"null";"null";"10";"49,40";"";" ";"null";"null"
"";"null";"null";"24";"49,29";"";" ";"null";"null"
"";"null";"null";"10";"49,00";"";" ";"null";"null"
"21099";"8993440140202";"CAP IBU, Bajak Chilipaste, 230g";"14";"49,00";"";" ";"";""
"";"null";"null";"14";"49,00";"";" ";"null";"null"
"";"null";"null";"22";"48,80";"";" ";"null";"null"
"";"null";"null";"41";"48,79";"";" ";"null";"null"
"";"null";"null";"25";"48,76";"";" ";"null";"null"
"32045";"653314502199";"KUSUKA, Cassava Chips mit Sweet Corn Geschmack 200g";"19";"48,45";"";" ";"KUSUKA";""
"";"null";"null";"9";"48,42";"";" ";"null";"null"
"32164";"8888166991125";"Monde, Butter Cookies, 150 g";"18";"48,33";"";" ";"Monde";""
"21023";"8728200404009";"WIND MILL, Chillipaste Oelek, 200 g";"30";"48,29";"";" ";"WIND MILL";""
"";"null";"null";"49";"48,02";"";" ";"null";"null"
"";"null";"null";"18";"48,00";"";" ";"null";"null"
"81019";"8997916248836";"Cap Tawon, Minyak Gosok EE, 60 ml";"6";"47,94";"";" ";"CAP TAWON";""
"";"null";"null";"8";"47,92";"";" ";"null";"null"
"";"null";"null";"8";"47,92";"";" ";"null";"null"
"";"null";"null";"12";"47,88";"";" ";"null";"null"
"";"null";"null";"12";"47,88";"";" ";"null";"null"
"36015";"044738045360";"CHAOKOH, Jackfrucht in Sirup, 565 g";"21";"47,76";"";" ";"CHAOKOH";""
"";"null";"null";"19";"47,50";"";" ";"null";"null"
"";"null";"null";"32";"47,48";"";" ";"null";"null"
"42012";"8850706008716";"CHIU CHOW, Fischwürfel gebraten, 250 g";"17";"47,26";"";" ";"CHIU CHOW";""
"42000";"8850706000260";"CHIU CHOW, Gebratene Fischbällchen M, 200 g";"19";"47,24";"";" ";"CHIU CHOW";""
"";"null";"null";"47";"46,80";"";" ";"null";"null"
"15001";"730891051026";"GOLDEN CHEF, Geteilte Mung Bohnen, 400 g";"28";"46,78";"";" ";"GOLDEN CHEF";""
"";"null";"null";"28";"46,64";"";" ";"null";"null"
"";"null";"null";"22";"46,58";"";" ";"null";"null"
"14027";"8995899101186";"KOBE, Weißes Gewürzmehl , 75 g";"47";"46,55";"";" ";"KOBE";""
"";"null";"null";"41";"46,23";"";" ";"null";"null"
"70039";"8927122886942";"Tampah 30cm, 125g";"8";"46,20";"";" ";"NESIA";""
"";"null";"null";"40";"46,00";"";" ";"null";"null"
"";"null";"null";"48";"45,81";"";" ";"null";"null"
"";"null";"null";"23";"45,77";"";" ";"null";"null"
"14658";"8886303210238";"KARA, Kokosmilch Classic UHT 200ml";"24";"45,76";"";" ";"";""
"";"null";"null";"39";"45,75";"";" ";"null";"null"
"";"null";"null";"113";"45,72";"";" ";"null";"null"
"";"null";"null";"6";"45,54";"";" ";"null";"null"
"";"null";"null";"7";"45,50";"";" ";"null";"null"
"";"null";"null";"13";"45,50";"";" ";"null";"null"
"";"null";"null";"7";"45,50";"";" ";"null";"null"
"34004";"8996001320051";"KOPIKO, Kaffee Bon-Bon Classic, 150 g";"23";"45,47";"";" ";"KOPIKO";""
"";"null";"null";"46";"45,46";"";" ";"null";"null"
"";"null";"null";"31";"45,24";"";" ";"null";"null"
"21059";"8850206224135";"HEALTY BOY BRAND, Teriyaki Soße, 250 ml";"17";"45,19";"";" ";"HEALTHY BOY BRAND";""
"70044";"8927234887707";"NESIA, Cetakan Tumpeng, 10cm";"9";"45,00";"";" ";"NESIA";""
"";"null";"null";"10";"45,00";"";" ";"null";"null"
"";"null";"null";"6";"45,00";"";" ";"null";"null"
"";"null";"null";"25";"44,97";"";" ";"null";"null"
"";"null";"null";"37";"44,40";"";" ";"null";"null"
"";"null";"null";"12";"44,28";"";" ";"null";"null"
"70031";"8927122886935";"Tampah 60cm, 530g";"3";"44,25";"";" ";"NESIA";""
"";"null";"null";"40";"44,24";"";" ";"null";"null"
"34015";"011747615105";"SINA, Ingwer Bonbons, 56 g";"24";"44,20";"";" ";"SINA";""
"35049";"8927234887844";"NESIA, Biji Selasih, 100 g";"24";"44,08";"";" ";"NESIA";""
"";"null";"null";"23";"43,73";"";" ";"null";"null"
"";"null";"null";"3";"43,47";"";" ";"null";"null"
"";"null";"null";"23";"43,47";"";" ";"null";"null"
"";"null";"null";"23";"43,47";"";" ";"null";"null"
"";"null";"null";"26";"43,43";"";" ";"null";"null"
"";"null";"null";"17";"43,40";"";" ";"null";"null"
"";"null";"null";"13";"43,40";"";" ";"null";"null"
"";"null";"null";"15";"43,35";"";" ";"null";"null"
"25008";"5013635101818";"KTC, Kokos Öl, 500 ml";"11";"43,29";"";" ";"KTC";""
"";"null";"null";"11";"43,20";"";" ";"null";"null"
"33021";"022392575966";"MONIKA, Kokosgelwuerfel Gruen, 340 g";"22";"42,88";"";" ";"MONIKA";""
"";"null";"null";"17";"42,50";"";" ";"null";"null"
"";"null";"null";"3";"42,00";"";" ";"null";"null"
"28093";"8927122881336";"NESIA, Emping Süß, 150 g";"12";"42,00";"";" ";"NESIA";""
"";"null";"null";"35";"42,00";"";" ";"null";"null"
"";"null";"null";"12";"42,00";"";" ";"null";"null"
"";"null";"null";"5";"42,00";"";" ";"null";"null"
"";"null";"null";"3";"42,00";"";" ";"null";"null"
"16063";"8714573014068";"ASLI, Petjel Gewürze, 200 g";"24";"41,68";"";" ";"ASLI";""
"81007";"8993060100211";"BALPIRIK, extra starker Balsam, 20 g";"12";"41,65";"";" ";"BALPIRIK";""
"51046";"8997234000147";"IDN.CO, Indonesischer Premium Kaffee KERINCI, 100 g";"7";"41,65";"";" ";"IDN.CO";""
"";"null";"null";"85";"41,60";"";" ";"null";"null"
"";"null";"null";"22";"41,58";"";" ";"null";"null"
"";"null";"null";"22";"41,58";"";" ";"null";"null"
"";"null";"null";"21";"41,40";"";" ";"null";"null"
"";"null";"null";"21";"41,39";"";" ";"null";"null"
"";"null";"null";"42";"41,38";"";" ";"null";"null"
"";"null";"null";"12";"41,19";"";" ";"null";"null"
"";"null";"null";"23";"41,17";"";" ";"null";"null"
"";"null";"null";"15";"40,95";"";" ";"null";"null"
"";"null";"null";"34";"40,80";"";" ";"null";"null"
"";"null";"null";"24";"40,56";"";" ";"null";"null"
"";"null";"null";"9";"40,50";"";" ";"null";"null"
"";"null";"null";"14";"40,46";"";" ";"null";"null"
"";"null";"null";"34";"40,46";"";" ";"null";"null"
"";"null";"null";"15";"40,35";"";" ";"null";"null"
"70048";"8927234887851";"Nesia, Ausstechformen für Chiffon Backform, 23 cm";"7";"40,00";"";" ";"NESIA";""
"";"null";"null";"21";"39,82";"";" ";"null";"null"
"33000";"9556437001451";"COCON, Pudding Litschi, 6x80 g";"20";"39,80";"";" ";"COCON";""
"";"null";"null";"20";"39,80";"";" ";"null";"null"
"";"null";"null";"20";"39,80";"";" ";"null";"null"
"";"null";"null";"34";"39,72";"";" ";"null";"null"
"20032";"8851613003344";"AROY-D, Bio Kokosmilch, 250 ml";"21";"39,69";"";" ";"AROY-D";""
"";"null";"null";"21";"39,69";"";" ";"null";"null"
"";"null";"null";"36";"39,65";"";" ";"null";"null"
"";"null";"null";"40";"39,60";"";" ";"null";"null"
"";"null";"null";"33";"39,60";"";" ";"null";"null"
"";"null";"null";"40";"39,56";"";" ";"null";"null"
"";"null";"null";"9";"39,49";"";" ";"null";"null"
"42002";"8850706000321";"CHIU CHOW, Garnelenbällchen, 200g";"17";"39,43";"";" ";"CHIU CHOW";""
"";"null";"null";"19";"39,41";"";" ";"null";"null"
"";"null";"null";"14";"39,30";"";" ";"null";"null"
"";"null";"null";"36";"39,24";"";" ";"null";"null"
"";"null";"null";"12";"39,20";"";" ";"null";"null"
"42003";"8850706000475";"CHIU CHOW, gefrorener Fischball L, 200 g";"17";"39,17";"";" ";"CHIU CHOW";""
"";"null";"null";"12";"38,98";"";" ";"null";"null"
"";"null";"null";"25";"38,97";"";" ";"null";"null"
"";"null";"null";"4";"38,76";"";" ";"null";"null"
"";"null";"null";"4";"38,76";"";" ";"null";"null"
"";"null";"null";"99";"38,61";"";" ";"null";"null"
"";"null";"null";"11";"38,50";"";" ";"null";"null"
"";"null";"null";"11";"38,50";"";" ";"null";"null"
"33020";"022392575959";"MONIKA, Kokoswuerfel Rot, 340 g";"18";"38,48";"";" ";"MONIKA";""
"";"null";"null";"3";"38,45";"";" ";"null";"null"
"";"null";"null";"30";"38,30";"";" ";"null";"null"
"";"null";"null";"11";"38,15";"";" ";"null";"null"
"";"null";"null";"4";"38,00";"";" ";"null";"null"
"";"null";"null";"19";"37,97";"";" ";"null";"null"
"";"null";"null";"17";"37,83";"";" ";"null";"null"
"";"null";"null";"19";"37,81";"";" ";"null";"null"
"";"null";"null";"19";"37,81";"";" ";"null";"null"
"";"null";"null";"20";"37,80";"";" ";"null";"null"
"32160";"8996001312445";"ROMA, Malkist Cappucino, 115 g";"24";"37,71";"";" ";"MAYORA";""
"";"null";"null";"43";"37,67";"";" ";"null";"null"
"";"null";"null";"50";"37,62";"";" ";"null";"null"
"";"null";"null";"38";"37,62";"";" ";"null";"null"
"";"null";"null";"19";"37,61";"";" ";"null";"null"
"";"null";"null";"23";"37,60";"";" ";"null";"null"
"";"null";"null";"75";"37,60";"";" ";"null";"null"
"";"null";"null";"27";"37,55";"";" ";"null";"null"
"";"null";"null";"5";"37,50";"";" ";"null";"null"
"";"null";"null";"15";"37,50";"";" ";"null";"null"
"";"null";"null";"14";"37,50";"";" ";"null";"null"
"";"null";"null";"15";"37,50";"";" ";"null";"null"
"14719";"8850521950306";"FARMER, Tapiokastärke, 400g";"29";"37,44";"";" ";"FARMER";""
"12066";"8998866804148";"MIE SEDAAP 1  Packung (Isi 40 x 75 g) mit Soto-Geschmack";"3";"37,44";"";" ";"";""
"";"null";"null";"13";"37,43";"";" ";"null";"null"
"";"null";"null";"14";"37,39";"";" ";"null";"null"
"";"null";"null";"14";"37,38";"";" ";"null";"null"
"35050";"8927234887554";"NESIA, Sagu mutiara, 100g";"19";"37,31";"";" ";"NESIA";""
"";"null";"null";"17";"37,23";"";" ";"null";"null"
"";"null";"null";"22";"37,20";"";" ";"null";"null"
"";"null";"null";"20";"37,00";"";" ";"null";"null"
"";"null";"null";"32";"36,80";"";" ";"null";"null"
"11020";"8717703638660";"DING XI, Glasnudeln, 500 g";"15";"36,75";"";" ";"DING XI";""
"";"null";"null";"21";"36,40";"";" ";"null";"null"
"";"null";"null";"32";"36,34";"";" ";"null";"null"
"";"null";"null";"19";"36,10";"";" ";"null";"null"
"";"null";"null";"2";"36,00";"";" ";"null";"null"
"";"null";"null";"17";"36,00";"";" ";"null";"null"
"90002";"8710853051709";"LUCULLUS KEMIRINUSS 1 KG";"4";"36,00";"";" ";"";""
"25011";"8888757106006";"OH AIK GUAN, Sesame Oil, 650 ml";"6";"35,94";"";" ";"OH AIK GUAN";""
"";"null";"null";"4";"35,85";"";" ";"null";"null"
"";"null";"null";"18";"35,82";"";" ";"null";"null"
"";"null";"null";"11";"35,71";"";" ";"null";"null"
"";"null";"null";"18";"35,62";"";" ";"null";"null"
"";"null";"null";"16";"35,58";"";" ";"null";"null"
"";"null";"null";"15";"35,50";"";" ";"null";"null"
"";"null";"null";"91";"35,49";"";" ";"null";"null"
"";"null";"null";"21";"35,45";"";" ";"null";"null"
"39015";"8720301105236";"H & S, Tsingtao Frühlingsrollen, 60x15g";"9";"35,31";"";" ";"H&S";""
"";"null";"null";"24";"35,25";"";" ";"null";"null"
"";"null";"null";"23";"35,23";"";" ";"null";"null"
"";"null";"null";"19";"35,12";"";" ";"null";"null"
"";"null";"null";"10";"35,00";"";" ";"null";"null"
"51054";"8997234000093";"IDN.CO, Indonesischer Premium Kaffee JAVA PREANGER, 500 g";"2";"35,00";"";" ";"IDN.CO";""
"14843";"";"KAPAL API, Kaffeepulver, 65g";"13";"34,92";"";" ";"KAPAL API";""
"56035";"8850389113271";"MOGU-MOGU, Ananasgeschmack mit Nata de Coco, 320ml";"29";"34,83";"";" ";"MOGU-MOGU";""
"";"null";"null";"5";"34,72";"";" ";"null";"null"
"";"null";"null";"12";"34,68";"";" ";"null";"null"
"";"null";"null";"10";"34,65";"";" ";"null";"null"
"13475";"8853662056029";"Flying Goose Brand, Sriracha Chillisauce, 730ml";"9";"34,62";"";" ";"";""
"";"null";"null";"35";"34,55";"";" ";"null";"null"
"";"null";"null";"14";"34,50";"";" ";"null";"null"
"";"null";"null";"9";"34,11";"";" ";"null";"null"
"";"null";"null";"28";"33,93";"";" ";"null";"null"
"";"null";"null";"17";"33,83";"";" ";"null";"null"
"";"null";"null";"17";"33,83";"";" ";"null";"null"
"";"null";"null";"17";"33,83";"";" ";"null";"null"
"";"null";"null";"15";"33,75";"";" ";"null";"null"
"";"null";"null";"31";"33,68";"";" ";"null";"null"
"";"null";"null";"67";"33,59";"";" ";"null";"null"
"";"null";"null";"12";"33,48";"";" ";"null";"null"
"";"null";"null";"18";"33,45";"";" ";"null";"null"
"";"null";"null";"14";"33,32";"";" ";"null";"null"
"";"null";"null";"18";"33,13";"";" ";"null";"null"
"";"null";"null";"14";"33,13";"";" ";"null";"null"
"70049";"8927277121318";"JAWA, Ausstechformen für Chiffon Backform, 28 cm";"4";"33,00";"";" ";"NESIA";""
"";"null";"null";"12";"33,00";"";" ";"null";"null"
"";"null";"null";"22";"33,00";"";" ";"null";"null"
"";"null";"null";"22";"33,00";"";" ";"null";"null"
"";"null";"null";"18";"32,93";"";" ";"null";"null"
"";"null";"null";"11";"32,59";"";" ";"null";"null"
"";"null";"null";"10";"32,52";"";" ";"null";"null"
"";"null";"null";"13";"32,50";"";" ";"null";"null"
"";"null";"null";"13";"32,50";"";" ";"null";"null"
"";"null";"null";"27";"32,40";"";" ";"null";"null"
"";"null";"null";"17";"32,30";"";" ";"null";"null"
"";"null";"null";"12";"32,28";"";" ";"null";"null"
"";"null";"null";"34";"32,20";"";" ";"null";"null"
"";"null";"null";"17";"32,13";"";" ";"null";"null"
"";"null";"null";"28";"32,09";"";" ";"null";"null"
"";"null";"null";"28";"32,08";"";" ";"null";"null"
"35086";"8992984820113";"KOEPOE-KOEPOE, Biji Selasih, 50 g";"20";"32,06";"";" ";"KOEPOE-KOEPOE";""
"32010";"8995077600258";"DUA KELINCI, Kacang Lofet Daun Jeruk, 70g";"22";"32,02";"";" ";"DUA KELINCI";""
"14382";"8991001301017";"CERES, Schokostreusel Classic 90 gr";"11";"32,00";"";" ";"CERES";""
"";"null";"null";"1";"32,00";"";" ";"null";"null"
"";"null";"null";"1";"32,00";"";" ";"null";"null"
"";"null";"null";"2";"32,00";"";" ";"null";"null"
"";"null";"null";"20";"32,00";"";" ";"null";"null"
"";"null";"null";"1";"32,00";"";" ";"null";"null"
"";"null";"null";"8";"32,00";"";" ";"null";"null"
"";"null";"null";"2";"32,00";"";" ";"null";"null"
"";"null";"null";"16";"31,84";"";" ";"null";"null"
"56046";"8850367992157";"Coconut Water, 1000ml";"11";"31,79";"";" ";"";""
"";"null";"null";"11";"31,79";"";" ";"null";"null"
"";"null";"null";"13";"31,74";"";" ";"null";"null"
"";"null";"null";"32";"31,73";"";" ";"null";"null"
"34016";"8991002202719";"AGEL, Ingwer Bonbons, 125 g";"18";"31,66";"";" ";"AGEL";""
"35092";"8991001301048";"CERES , Schokostreusel Festival, 225g";"8";"31,60";"";" ";"CERES";""
"";"null";"null";"9";"31,50";"";" ";"null";"null"
"";"null";"null";"9";"31,50";"";" ";"null";"null"
"17128";"8994196700399";"MUNIK, Gebratene Kartoffeln Garnelen Scharf Gewürze, 140 g";"7";"31,50";"";" ";"";""
"";"null";"null";"3";"31,50";"";" ";"null";"null"
"51057";"8997234000222";"IDN.CO, Indonesischer Premium Kaffee Komodo Gold GAYO, 500 g";"2";"31,18";"";" ";"";""
"";"null";"null";"27";"31,05";"";" ";"null";"null"
"";"null";"null";"31";"30,69";"";" ";"null";"null"
"";"null";"null";"31";"30,69";"";" ";"null";"null"
"32169";"816387000515";"ECUADOR TROPICAL GOURMET, Plantain Chips Extra Süß, 85 g";"31";"30,69";"";" ";"ECUADOR TROPICAL GOURMET";""
"";"null";"null";"18";"30,62";"";" ";"null";"null"
"12153";"8991688890644";"BEST WOK, Instant-Nudeln Scharf 80g";"36";"30,60";"";" ";"";"8991688890644"
"12154";"8991688891030";"BEST WOK, Instant-Nudeln Meeresfrüchte mit schwarzem Pfeffer 80g";"36";"30,60";"";" ";"";""
"";"null";"null";"18";"30,42";"";" ";"null";"null"
"";"null";"null";"19";"30,40";"";" ";"null";"null"
"";"null";"null";"16";"30,35";"";" ";"null";"null"
"";"null";"null";"21";"30,30";"";" ";"null";"null"
"";"null";"null";"16";"30,24";"";" ";"null";"null"
"";"null";"null";"29";"30,23";"";" ";"null";"null"
"";"null";"null";"75";"30,15";"";" ";"null";"null"
"56044";"8850389103180";"MOGU-MOGU, Traubengeschmack mit Nata de Coco, 320ml";"25";"30,00";"";" ";"MOGU-MOGU";""
"";"null";"null";"4";"30,00";"";" ";"null";"null"
"";"null";"null";"8";"29,94";"";" ";"null";"null"
"";"null";"null";"6";"29,94";"";" ";"null";"null"
"";"null";"null";"10";"29,90";"";" ";"null";"null"
"";"null";"null";"15";"29,85";"";" ";"null";"null"
"";"null";"null";"15";"29,85";"";" ";"null";"null"
"";"null";"null";"15";"29,85";"";" ";"null";"null"
"";"null";"null";"8";"29,82";"";" ";"null";"null"
"";"null";"null";"17";"29,75";"";" ";"null";"null"
"";"null";"null";"20";"29,65";"";" ";"null";"null"
"";"null";"null";"74";"29,65";"";" ";"null";"null"
"";"null";"null";"11";"29,59";"";" ";"null";"null"
"";"null";"null";"11";"29,59";"";" ";"null";"null"
"";"null";"null";"59";"29,50";"";" ";"null";"null"
"";"null";"null";"9";"29,50";"";" ";"null";"null"
"";"null";"null";"16";"29,48";"";" ";"null";"null"
"";"null";"null";"12";"29,40";"";" ";"null";"null"
"";"null";"null";"9";"29,40";"";" ";"null";"null"
"";"null";"null";"24";"29,18";"";" ";"null";"null"
"";"null";"null";"3";"29,07";"";" ";"null";"null"
"";"null";"null";"10";"29,00";"";" ";"null";"null"
"10059";"8858306005784";"GOLDEN PHOENIX, Mixed Cargo Rice 1kg";"8";"28,94";"";" ";"";""
"";"null";"null";"10";"28,90";"";" ";"null";"null"
"";"null";"null";"26";"28,74";"";" ";"null";"null"
"";"null";"null";"10";"28,61";"";" ";"null";"null"
"";"null";"null";"19";"28,50";"";" ";"null";"null"
"39048";"8717703620689";"GOLDEN TURTLE, Pandanusblätter, 250 g";"15";"28,50";"";" ";"GOLDEN TURTLE";""
"";"null";"null";"15";"28,50";"";" ";"null";"null"
"51056";"8997234000598";"IDN.CO, Indonesischer Spezialische Kaffee TORAJA, 200 g";"3";"28,47";"";" ";"";""
"";"null";"null";"24";"28,36";"";" ";"null";"null"
"";"null";"null";"15";"28,35";"";" ";"null";"null"
"";"null";"null";"14";"28,27";"";" ";"null";"null"
"";"null";"null";"20";"28,25";"";" ";"null";"null"
"20011";"4792038411908";"RENUKA, Kokosnusscreme, 200 g";"16";"28,08";"";" ";"RENUKA";""
"";"null";"null";"10";"28,00";"";" ";"null";"null"
"";"null";"null";"8";"28,00";"";" ";"null";"null"
"";"null";"null";"1";"28,00";"";" ";"null";"null"
"";"null";"null";"2";"27,98";"";" ";"null";"null"
"10105";"8809059290033";"HOSAN A+, Rumput Laut Kering Yaki Nori";"4";"27,96";"";" ";"";""
"";"null";"null";"7";"27,93";"";" ";"null";"null"
"";"null";"null";"7";"27,93";"";" ";"null";"null"
"";"null";"null";"14";"27,86";"";" ";"null";"null"
"";"null";"null";"71";"27,69";"";" ";"null";"null"
"33016";"9556437001468";"COCON, Pudding Erdbeer, 6x80g";"14";"27,66";"";" ";"COCON";""
"";"null";"null";"4";"27,60";"";" ";"null";"null"
"";"null";"null";"24";"27,60";"";" ";"null";"null"
"";"null";"null";"24";"27,60";"";" ";"null";"null"
"";"null";"null";"5";"27,50";"";" ";"null";"null"
"";"null";"null";"11";"27,50";"";" ";"null";"null"
"";"null";"null";"5";"27,50";"";" ";"null";"null"
"";"null";"null";"11";"27,50";"";" ";"null";"null"
"";"null";"null";"11";"27,50";"";" ";"null";"null"
"";"null";"null";"11";"27,39";"";" ";"null";"null"
"36025";"6901009370009";"NARCISSUS, Litchi in leichten Sirup 567g";"13";"27,23";"";" ";"";""
"";"null";"null";"2";"27,00";"";" ";"null";"null"
"17130";"8994196101073";"MUNIK, Gebratenen Reis Gewürze, 55 g";"6";"27,00";"";" ";"";""
"";"null";"null";"9";"27,00";"";" ";"null";"null"
"";"null";"null";"2";"27,00";"";" ";"null";"null"
"";"null";"null";"6";"27,00";"";" ";"null";"null"
"";"null";"null";"2";"27,00";"";" ";"null";"null"
"";"null";"null";"10";"27,00";"";" ";"null";"null"
"";"null";"null";"18";"27,00";"";" ";"null";"null"
"";"null";"null";"2";"26,98";"";" ";"null";"null"
"";"null";"null";"9";"26,91";"";" ";"null";"null"
"27011";"8720301100385";"ROYAL TIGER, Sushi Reis, 1kg";"9";"26,91";"";" ";"";""
